complexity,loss,score,equation,sympy_format,lambda_format,simulation,parsimony,populations
15,1.986408,0.0003214066574589208,"min(-0.05142567 * (DST + Ey), (((DST * -0.08461227) - Ey) - -0.32675934) - Ey)","Piecewise((-0.05142567*(DST + Ey), 0.05142567*(DST + Ey) > -1*DST*(-0.08461227) + 2*Ey - 0.32675934), (DST*(-0.08461227) - Ey - Ey - 1*(-0.32675934), True))","PySRFunction(X=>Piecewise((-0.05142567*(DST + Ey), 0.05142567*(DST + Ey) > -1*DST*(-0.08461227) + 2*Ey - 0.32675934), (DST*(-0.08461227) - Ey - Ey - 1*(-0.32675934), True)))",46,0.07003251233607233,69
13,1.9876853,0.0020578948838154178,"min(-0.05142567 * DST, (((DST * -0.08461227) - Ey) - -0.32675934) - Ey)","Piecewise((-0.05142567*DST, 0.05142567*DST > -1*DST*(-0.08461227) + 2*Ey - 0.32675934), (DST*(-0.08461227) - Ey - Ey - 1*(-0.32675934), True))","PySRFunction(X=>Piecewise((-0.05142567*DST, 0.05142567*DST > -1*DST*(-0.08461227) + 2*Ey - 0.32675934), (DST*(-0.08461227) - Ey - Ey - 1*(-0.32675934), True)))",46,0.07003251233607233,69
15,1.9882864,0.0007866495719108572,"((((-0.046128605 * DST) - max(Ey, -0.04718576)) + -0.7800058) * sqrt(P_dyn)) + sqrt(0.8466262)","sqrt(P_dyn)*(-0.046128605*DST - Piecewise((-0.04718576, Ey < -0.04718576), (Ey, True)) - 0.7800058) + 0.92012292657014","PySRFunction(X=>sqrt(P_dyn)*(-0.046128605*DST - Piecewise((-0.04718576, Ey < -0.04718576), (Ey, True)) - 0.7800058) + 0.92012292657014)",59,0.5711549182562068,96
15,1.9893503,0.000785576072542784,"((-0.048300672 * (DST + P_dyn)) - (max(-0.048300672, Ey) / 0.805729)) * sqrt(sqrt(P_dyn))","P_dyn**(1/4)*(-0.048300672*DST - 0.048300672*P_dyn - 1.24111208607361*Piecewise((Ey, Ey > -0.048300672), (-0.048300672, True)))","PySRFunction(X=>P_dyn**(1/4)*(-0.048300672*DST - 0.048300672*P_dyn - 1.24111208607361*Piecewise((Ey, Ey > -0.048300672), (-0.048300672, True))))",62,0.590116948523795,112
14,1.9898511,0.0025818325075607843,"((((-0.046128605 * DST) - max(Ey, -0.30686215)) + -0.7800058) * sqrt(P_dyn)) + 0.8466262","sqrt(P_dyn)*(-0.046128605*DST - Piecewise((-0.30686215, Ey < -0.30686215), (Ey, True)) - 0.7800058) + 0.8466262","PySRFunction(X=>sqrt(P_dyn)*(-0.046128605*DST - Piecewise((-0.30686215, Ey < -0.30686215), (Ey, True)) - 0.7800058) + 0.8466262)",59,0.5711549182562068,96
14,1.9909137,0.00025874217997939213,"(((-0.048300672 * (DST + P_dyn)) - max(-0.048300672, Ey)) * sqrt(P_dyn)) - -0.1362704","sqrt(P_dyn)*(-0.048300672*DST - 0.048300672*P_dyn - Piecewise((Ey, Ey > -0.048300672), (-0.048300672, True))) + 0.1362704","PySRFunction(X=>sqrt(P_dyn)*(-0.048300672*DST - 0.048300672*P_dyn - Piecewise((Ey, Ey > -0.048300672), (-0.048300672, True))) + 0.1362704)",62,0.590116948523795,112
15,1.9909931,0.000996523549893475,"((max(-0.053749718, Ey) * -1.0591724) - (square(0.20752208) * (DST + P_dyn))) * sqrt(P_dyn)","sqrt(P_dyn)*(-0.0430654136875264*DST - 0.0430654136875264*P_dyn - 1.0591724*Piecewise((Ey, Ey > -0.053749718), (-0.053749718, True)))","PySRFunction(X=>sqrt(P_dyn)*(-0.0430654136875264*DST - 0.0430654136875264*P_dyn - 1.0591724*Piecewise((Ey, Ey > -0.053749718), (-0.053749718, True))))",19,0.7144065304204593,49
15,1.9910222,1.4063118086519075e-06,"(((DST / (-21.490154 - P_dyn)) + min(square(-0.08054463), Ey)) - Ey) * sqrt(P_dyn)","sqrt(P_dyn)*(DST/(-P_dyn - 21.490154) - Ey + Piecewise((0.0064874374218369, Ey > 0.0064874374218369), (Ey, True)))","PySRFunction(X=>sqrt(P_dyn)*(DST/(-P_dyn - 21.490154) - Ey + Piecewise((0.0064874374218369, Ey > 0.0064874374218369), (Ey, True))))",39,0.8660561473765993,89
14,1.991025,0.002029326364802948,"(((DST / (-21.490154 - P_dyn)) + min(0.0012261414, Ey)) - Ey) * sqrt(P_dyn)","sqrt(P_dyn)*(DST/(-P_dyn - 21.490154) - Ey + Piecewise((0.0012261414, Ey > 0.0012261414), (Ey, True)))","PySRFunction(X=>sqrt(P_dyn)*(DST/(-P_dyn - 21.490154) - Ey + Piecewise((0.0012261414, Ey > 0.0012261414), (Ey, True))))",39,0.8660561473765993,89
15,1.9912045,0.00021336566489104543,"((DST * -0.051092997) - (max(Ey * 1.2355362, -4.5616734e-6) * sqrt(sqrt(P_dyn)))) + 0.16001038","-0.051092997*DST - P_dyn**(1/4)*Piecewise((-4.5616734e-6, 1.2355362*Ey < -4.5616734e-6), (1.2355362*Ey, True)) + 0.16001038","PySRFunction(X=>-0.051092997*DST - P_dyn**(1/4)*Piecewise((-4.5616734e-6, 1.2355362*Ey < -4.5616734e-6), (1.2355362*Ey, True)) + 0.16001038)",32,0.2636285355620135,89
15,1.9913772,0.00029663510173916907,"((DST + Ey) * (-0.45237195 * 0.122311436)) - (max(square(0.04493532), Ey) * sqrt(P_dyn))","-0.0553302628106202*DST - 0.0553302628106202*Ey - sqrt(P_dyn)*Piecewise((Ey, Ey > 0.0020191829835024), (0.0020191829835024, True))","PySRFunction(X=>-0.0553302628106202*DST - 0.0553302628106202*Ey - sqrt(P_dyn)*Piecewise((Ey, Ey > 0.0020191829835024), (0.0020191829835024, True)))",37,0.006841712432051106,50
13,1.9914289,0.0010053551273107352,"((-0.048300672 * DST) - (max(-0.052819565, Ey) / 0.805729)) * sqrt(sqrt(P_dyn))","P_dyn**(1/4)*(-0.048300672*DST - 1.24111208607361*Piecewise((Ey, Ey > -0.052819565), (-0.052819565, True)))","PySRFunction(X=>P_dyn**(1/4)*(-0.048300672*DST - 1.24111208607361*Piecewise((Ey, Ey > -0.052819565), (-0.052819565, True))))",62,0.590116948523795,112
14,1.9916294,0.0005131604090504464,"(((DST + P_dyn) * -0.051092997) - (max(Ey, -4.5616734e-6) * sqrt(P_dyn))) + 0.16564234","-0.051092997*DST - sqrt(P_dyn)*Piecewise((-4.5616734e-6, Ey < -4.5616734e-6), (Ey, True)) - 0.051092997*P_dyn + 0.16564234","PySRFunction(X=>-0.051092997*DST - sqrt(P_dyn)*Piecewise((-4.5616734e-6, Ey < -4.5616734e-6), (Ey, True)) - 0.051092997*P_dyn + 0.16564234)",32,0.2636285355620135,89
14,1.9917935,0.002511712145237249,"(-0.0515334 * (DST + (square(P_dyn + Ey) * 0.5644128))) - max(Ey, -0.19188026)","-0.0515334*(DST + (Ey + P_dyn)**2*0.5644128) - Piecewise((-0.19188026, Ey < -0.19188026), (Ey, True))","PySRFunction(X=>-0.0515334*(DST + (Ey + P_dyn)**2*0.5644128) - Piecewise((-0.19188026, Ey < -0.19188026), (Ey, True)))",60,0.39290687225279325,95
14,1.9919658,0.002983247585875772,"(-0.03148827 * ((DST + square(P_dyn)) + DST)) - max(Ey / 0.61118287, -0.16320008)","-0.03148827*(DST + DST + P_dyn**2) - Piecewise((-0.16320008, Ey/0.61118287 < -0.16320008), (Ey/0.61118287, True))","PySRFunction(X=>-0.03148827*(DST + DST + P_dyn**2) - Piecewise((-0.16320008, Ey/0.61118287 < -0.16320008), (Ey/0.61118287, True)))",36,0.349084613676405,113
14,1.991968,0.0002889187241939669,"((DST + Ey) * (-0.45237195 * 0.122311436)) - (max(0.04493532, Ey) * sqrt(P_dyn))","-0.0553302628106202*DST - 0.0553302628106202*Ey - sqrt(P_dyn)*Piecewise((Ey, Ey > 0.04493532), (0.04493532, True))","PySRFunction(X=>-0.0553302628106202*DST - 0.0553302628106202*Ey - sqrt(P_dyn)*Piecewise((Ey, Ey > 0.04493532), (0.04493532, True)))",37,0.006841712432051106,50
13,1.9925436,0.0005373595186318229,"(DST * (-0.45237195 * 0.122311436)) - (max(square(0.04493532), Ey) * sqrt(P_dyn))","-0.0553302628106202*DST - sqrt(P_dyn)*Piecewise((Ey, Ey > 0.0020191829835024), (0.0020191829835024, True))","PySRFunction(X=>-0.0553302628106202*DST - sqrt(P_dyn)*Piecewise((Ey, Ey > 0.0020191829835024), (0.0020191829835024, True)))",37,0.006841712432051106,50
15,1.992575,6.132391823159798e-05,"(0.26540315 - (max(Ey, 0.093052015) / 0.5693086)) - ((0.06510388 * (P_dyn + DST)) - 0.06510388)","-(0.06510388*(DST + P_dyn) - 1*0.06510388) - Piecewise((0.093052015, Ey < 0.093052015), (Ey, True))/0.5693086 + 0.26540315","PySRFunction(X=>-(0.06510388*(DST + P_dyn) - 1*0.06510388) - Piecewise((0.093052015, Ey < 0.093052015), (Ey, True))/0.5693086 + 0.26540315)",31,0.6268461824356336,100
13,1.9928194,0.0020070476710577208,"(0.26540315 - (max(Ey, 0.093052015) / 0.5693086)) - (0.06510388 * (DST + P_dyn))","-0.06510388*(DST + P_dyn) - Piecewise((0.093052015, Ey < 0.093052015), (Ey, True))/0.5693086 + 0.26540315","PySRFunction(X=>-0.06510388*(DST + P_dyn) - Piecewise((0.093052015, Ey < 0.093052015), (Ey, True))/0.5693086 + 0.26540315)",31,0.6268461824356336,100
12,1.993432,0.002967052212949636,"((-0.048300672 * (DST + P_dyn)) - max(-0.048300672, Ey)) * sqrt(P_dyn)","sqrt(P_dyn)*(-0.048300672*DST - 0.048300672*P_dyn - Piecewise((Ey, Ey > -0.048300672), (-0.048300672, True)))","PySRFunction(X=>sqrt(P_dyn)*(-0.048300672*DST - 0.048300672*P_dyn - Piecewise((Ey, Ey > -0.048300672), (-0.048300672, True))))",62,0.590116948523795,112
12,1.9936146,0.009623816448892406,"(DST * (-0.45237195 * 0.122311436)) - (max(0.04493532, Ey) * sqrt(P_dyn))","-0.0553302628106202*DST - sqrt(P_dyn)*Piecewise((Ey, Ey > 0.04493532), (0.04493532, True))","PySRFunction(X=>-0.0553302628106202*DST - sqrt(P_dyn)*Piecewise((Ey, Ey > 0.04493532), (0.04493532, True)))",37,0.006841712432051106,50
12,1.9936745,0.002854112881746542,"((DST * -0.051092997) - (max(Ey, -4.5616734e-6) * sqrt(P_dyn))) - -0.042827148","-0.051092997*DST - sqrt(P_dyn)*Piecewise((-4.5616734e-6, Ey < -4.5616734e-6), (Ey, True)) + 0.042827148","PySRFunction(X=>-0.051092997*DST - sqrt(P_dyn)*Piecewise((-4.5616734e-6, Ey < -4.5616734e-6), (Ey, True)) + 0.042827148)",32,0.2636285355620135,89
13,1.9949652,0.0007398194336790623,"((max(-0.053749718, Ey) * -1.0591724) - (square(0.20752208) * DST)) * sqrt(P_dyn)","sqrt(P_dyn)*(-0.0430654136875264*DST - 1.0591724*Piecewise((Ey, Ey > -0.053749718), (-0.053749718, True)))","PySRFunction(X=>sqrt(P_dyn)*(-0.0430654136875264*DST - 1.0591724*Piecewise((Ey, Ey > -0.053749718), (-0.053749718, True))))",19,0.7144065304204593,49
13,1.9949952,0.0008572786054529828,"((-0.046128605 * DST) - (max(Ey, -0.0012161529) / 0.8541566)) * sqrt(sqrt(P_dyn))","P_dyn**(1/4)*(-0.046128605*DST - 1.17074550498117*Piecewise((-0.0012161529, Ey < -0.0012161529), (Ey, True)))","PySRFunction(X=>P_dyn**(1/4)*(-0.046128605*DST - 1.17074550498117*Piecewise((-0.0012161529, Ey < -0.0012161529), (Ey, True))))",59,0.5711549182562068,96
15,1.9960954,0.00020325557810244572,"(((DST + square(P_dyn - 1.2935055)) * -0.04591963) - max(Ey, -0.16372317)) / sqrt(0.5528316)","-0.0617592410413784*DST - 0.103332874257494*(0.773092963269194*P_dyn - 1)**2 - 1.3449420442059*Piecewise((-0.16372317, Ey < -0.16372317), (Ey, True))","PySRFunction(X=>-0.0617592410413784*DST - 0.103332874257494*(0.773092963269194*P_dyn - 1)**2 - 1.3449420442059*Piecewise((-0.16372317, Ey < -0.16372317), (Ey, True)))",43,0.49695954912364315,116
12,1.9967062,0.0005743914569332146,"((-0.046128605 * DST) - (max(Ey, -0.0012161529) / 0.8541566)) * sqrt(P_dyn)","sqrt(P_dyn)*(-0.046128605*DST - 1.17074550498117*Piecewise((-0.0012161529, Ey < -0.0012161529), (Ey, True)))","PySRFunction(X=>sqrt(P_dyn)*(-0.046128605*DST - 1.17074550498117*Piecewise((-0.0012161529, Ey < -0.0012161529), (Ey, True))))",59,0.5711549182562068,96
13,1.9968026,0.0017865118862006519,"(-0.0515334 * (DST + ((P_dyn + Ey) * P_dyn))) - max(Ey, -0.0515334)","-0.0515334*(DST + P_dyn*(Ey + P_dyn)) - Piecewise((-0.0515334, Ey < -0.0515334), (Ey, True))","PySRFunction(X=>-0.0515334*(DST + P_dyn*(Ey + P_dyn)) - Piecewise((-0.0515334, Ey < -0.0515334), (Ey, True)))",60,0.39290687225279325,95
12,1.9968231,2.3036327137129995e-05,"min(0.250139 - (Ey / sqrt(0.32091293)), 1.8257597e-6) - (0.06510388 * DST)","-0.06510388*DST + Piecewise((0.250139 - 1.76525069897142*Ey, 1.76525069897142*Ey - 0.250139 > -1.8257597e-6), (1.8257597e-6, True))","PySRFunction(X=>-0.06510388*DST + Piecewise((0.250139 - 1.76525069897142*Ey, 1.76525069897142*Ey - 0.250139 > -1.8257597e-6), (1.8257597e-6, True)))",31,0.6268461824356336,100
15,1.9968466,0.00033779364894598026,"(((DST + P_dyn) * 0.08239919) + max(Ey * 1.927866, -0.22481415)) / (0.76229095 / -0.5845022)","((DST + P_dyn)*0.08239919 + Piecewise((-0.22481415, Ey*1.927866 < -0.22481415), (Ey*1.927866, True)))/((0.76229095/(-0.5845022)))","PySRFunction(X=>((DST + P_dyn)*0.08239919 + Piecewise((-0.22481415, Ey*1.927866 < -0.22481415), (Ey*1.927866, True)))/((0.76229095/(-0.5845022))))",61,0.40447590241390935,71
11,1.9968691,0.0015502248827413204,"min(0.250139 - (Ey / 0.5693086), 1.8257597e-6) - (0.06510388 * DST)","-0.06510388*DST + Piecewise((0.250139 - Ey/0.5693086, Ey/0.5693086 - 0.250139 > -1.8257597e-6), (1.8257597e-6, True))","PySRFunction(X=>-0.06510388*DST + Piecewise((0.250139 - Ey/0.5693086, Ey/0.5693086 - 0.250139 > -1.8257597e-6), (1.8257597e-6, True)))",31,0.6268461824356336,100
13,1.996907,0.000596492081137302,"(((DST + (P_dyn + P_dyn)) * -0.04591963) - max(Ey, -0.17499462)) / 0.69035256","((DST + P_dyn + P_dyn)*(-0.04591963) - Piecewise((-0.17499462, Ey < -0.17499462), (Ey, True)))/0.69035256","PySRFunction(X=>((DST + P_dyn + P_dyn)*(-0.04591963) - Piecewise((-0.17499462, Ey < -0.17499462), (Ey, True)))/0.69035256)",43,0.49695954912364315,116
13,1.9975004,0.0010444103995276924,"(((-0.02771272 / 0.6729584) * (DST + P_dyn)) - max(Ey, -0.056198925)) / 0.6729584","(-0.02771272*(DST + P_dyn)/0.6729584 - Piecewise((-0.056198925, Ey < -0.056198925), (Ey, True)))/0.6729584","PySRFunction(X=>(-0.02771272*(DST + P_dyn)/0.6729584 - Piecewise((-0.056198925, Ey < -0.056198925), (Ey, True)))/0.6729584)",41,0.8807763974696912,77
13,1.9975512,0.0031727024783754732,"(-0.04496765 * (DST + (P_dyn * (Ey + P_dyn)))) - max(Ey, -0.30748218)","-0.04496765*(DST + P_dyn*(Ey + P_dyn)) - Piecewise((-0.30748218, Ey < -0.30748218), (Ey, True))","PySRFunction(X=>-0.04496765*(DST + P_dyn*(Ey + P_dyn)) - Piecewise((-0.30748218, Ey < -0.30748218), (Ey, True)))",1,0.68273857185547,33
15,1.9975837,0.0001337687386508896,"min(((-0.038204193 * (-1.3483657 + DST)) - max(Ey + -0.01672745, -0.01672745)) / 0.6299391, P_B)","Piecewise(((-0.038204193*(DST - 1.3483657) - Piecewise((-0.01672745, Ey - 0.01672745 < -0.01672745), (Ey - 0.01672745, True)))/0.6299391, ITE(Ey - 0.01672745 < -0.01672745, P_B > 0.108329001069119 - 0.0606474387762246*DST, P_B > -0.0606474387762246*DST - 1.58745504128891*Ey + 0.108329001069119)), (P_B, True))","PySRFunction(X=>Piecewise(((-0.038204193*(DST - 1.3483657) - Piecewise((-0.01672745, Ey - 0.01672745 < -0.01672745), (Ey - 0.01672745, True)))/0.6299391, ITE(Ey - 0.01672745 < -0.01672745, P_B > 0.108329001069119 - 0.0606474387762246*DST, P_B > -0.0606474387762246*DST - 1.58745504128891*Ey + 0.108329001069119)), (P_B, True)))",53,0.6760878750215195,102
13,1.9979172,0.00043051313468329863,"(-0.03148827 * ((DST + -2.678966) + DST)) - max(Ey / 0.61118287, -1.2738965e-6)","-0.03148827*(DST + DST - 2.678966) - Piecewise((-1.2738965e-6, Ey/0.61118287 < -1.2738965e-6), (Ey/0.61118287, True))","PySRFunction(X=>-0.03148827*(DST + DST - 2.678966) - Piecewise((-1.2738965e-6, Ey/0.61118287 < -1.2738965e-6), (Ey/0.61118287, True)))",36,0.349084613676405,113
13,1.9980569,0.0002948495922276052,"((DST + P_dyn) * (0.03943816 / -0.6363615)) - max(Ey / 0.6485504, -0.060057096)","(DST + P_dyn)*0.03943816/(-0.6363615) - Piecewise((-0.060057096, Ey/0.6485504 < -0.060057096), (Ey/0.6485504, True))","PySRFunction(X=>(DST + P_dyn)*0.03943816/(-0.6363615) - Piecewise((-0.060057096, Ey/0.6485504 < -0.060057096), (Ey/0.6485504, True)))",2,0.4573629519372664,47
13,1.9981182,0.002258049663029152,"min(((-0.038204193 * (DST + P_dyn)) - max(Ey, -0.113834284)) / 0.6652047, P_B)","Piecewise(((-0.038204193*(DST + P_dyn) - Piecewise((-0.113834284, Ey < -0.113834284), (Ey, True)))/0.6652047, ITE(Ey < -0.113834284, P_B > -0.0574322355208855*DST - 0.0574322355208855*P_dyn + 0.171126698293022, P_B > -0.0574322355208855*DST - 1.50329665439826*Ey - 0.0574322355208855*P_dyn)), (P_B, True))","PySRFunction(X=>Piecewise(((-0.038204193*(DST + P_dyn) - Piecewise((-0.113834284, Ey < -0.113834284), (Ey, True)))/0.6652047, ITE(Ey < -0.113834284, P_B > -0.0574322355208855*DST - 0.0574322355208855*P_dyn + 0.171126698293022, P_B > -0.0574322355208855*DST - 1.50329665439826*Ey - 0.0574322355208855*P_dyn)), (P_B, True)))",53,0.6760878750215195,102
13,1.9981961,0.00033093904445691,"(-0.038480055 * ((DST / 0.6314807) + P_dyn)) - max(Ey / 0.66792566, -0.047916576)","-0.038480055*(DST/0.6314807 + P_dyn) - Piecewise((-0.047916576, Ey/0.66792566 < -0.047916576), (Ey/0.66792566, True))","PySRFunction(X=>-0.038480055*(DST/0.6314807 + P_dyn) - Piecewise((-0.047916576, Ey/0.66792566 < -0.047916576), (Ey/0.66792566, True)))",61,0.40447590241390935,71
15,1.9987875,0.00012947011472149206,"(((DST - square(1.083092)) + P_dyn) * -0.053740446) - max(-0.051493503, Ey / square(-0.81764406))","(DST + P_dyn - 1*1.173088280464)*(-0.053740446) - Piecewise((Ey/0.668541808853284, Ey/0.668541808853284 > -0.051493503), (-0.051493503, True))","PySRFunction(X=>(DST + P_dyn - 1*1.173088280464)*(-0.053740446) - Piecewise((Ey/0.668541808853284, Ey/0.668541808853284 > -0.051493503), (-0.051493503, True)))",6,0.36422786358089443,37
15,1.9988884,2.4087808094401245e-05,"(((DST + sign(-0.79669636)) * -0.041585807) / square(0.8489892)) - max(Ey * 1.4841117, -0.041585807)","(DST + sign(-0.79669636))*(-0.041585807)/0.72078266171664 - Piecewise((-0.041585807, Ey*1.4841117 < -0.041585807), (Ey*1.4841117, True))","PySRFunction(X=>(DST + sign(-0.79669636))*(-0.041585807)/0.72078266171664 - Piecewise((-0.041585807, Ey*1.4841117 < -0.041585807), (Ey*1.4841117, True)))",44,0.3202050920326957,52
13,1.9989847,0.0005590275846500838,"(((DST + -0.79669636) * -0.041585807) / 0.6917741) - max(Ey * 1.4841117, -0.041585807)","(DST - 0.79669636)*(-0.041585807)/0.6917741 - Piecewise((-0.041585807, Ey*1.4841117 < -0.041585807), (Ey*1.4841117, True))","PySRFunction(X=>(DST - 0.79669636)*(-0.041585807)/0.6917741 - Piecewise((-0.041585807, Ey*1.4841117 < -0.041585807), (Ey*1.4841117, True)))",44,0.3202050920326957,52
10,1.9990013,0.0019624041135124985,"((-0.046128605 * DST) - max(Ey, -0.0012161529)) * sqrt(P_dyn)","sqrt(P_dyn)*(-0.046128605*DST - Piecewise((-0.0012161529, Ey < -0.0012161529), (Ey, True)))","PySRFunction(X=>sqrt(P_dyn)*(-0.046128605*DST - Piecewise((-0.0012161529, Ey < -0.0012161529), (Ey, True))))",59,0.5711549182562068,96
14,1.9990463,0.0005099631846290693,"(((DST - 1.083092) + P_dyn) * -0.053740446) - max(-0.051493503, Ey / square(-0.81764406))","(DST + P_dyn - 1*1.083092)*(-0.053740446) - Piecewise((Ey/0.668541808853284, Ey/0.668541808853284 > -0.051493503), (-0.051493503, True))","PySRFunction(X=>(DST + P_dyn - 1*1.083092)*(-0.053740446) - Piecewise((Ey/0.668541808853284, Ey/0.668541808853284 > -0.051493503), (-0.051493503, True)))",6,0.36422786358089443,37
12,1.9991223,0.002204886132871387,"(((DST / -21.490154) + min(-0.04609763, Ey)) - Ey) * sqrt(P_dyn)","sqrt(P_dyn)*(-0.0465329378281794*DST - Ey + Piecewise((-0.04609763, Ey > -0.04609763), (Ey, True)))","PySRFunction(X=>sqrt(P_dyn)*(-0.0465329378281794*DST - Ey + Piecewise((-0.04609763, Ey > -0.04609763), (Ey, True))))",39,0.8660561473765993,89
11,1.9992355,2.1132631524697114e-05,"(DST * (0.03943816 / -0.6363615)) - max(Ey / 0.6485504, -0.060057096)","DST*0.03943816/(-0.6363615) - Piecewise((-0.060057096, Ey/0.6485504 < -0.060057096), (Ey/0.6485504, True))","PySRFunction(X=>DST*0.03943816/(-0.6363615) - Piecewise((-0.060057096, Ey/0.6485504 < -0.060057096), (Ey/0.6485504, True)))",2,0.4573629519372664,47
11,1.9992907,0.002075331789153073,"(((DST + P_dyn) * -0.04591963) - max(Ey, -0.17499462)) / 0.69035256","((DST + P_dyn)*(-0.04591963) - Piecewise((-0.17499462, Ey < -0.17499462), (Ey, True)))/0.69035256","PySRFunction(X=>((DST + P_dyn)*(-0.04591963) - Piecewise((-0.17499462, Ey < -0.17499462), (Ey, True)))/0.69035256)",43,0.49695954912364315,116
9,1.99932,0.020868623438628237,"(DST * -0.060057096) - max(Ey / 0.6485504, -0.060057096)","DST*(-0.060057096) - Piecewise((-0.060057096, Ey/0.6485504 < -0.060057096), (Ey/0.6485504, True))","PySRFunction(X=>DST*(-0.060057096) - Piecewise((-0.060057096, Ey/0.6485504 < -0.060057096), (Ey/0.6485504, True)))",2,0.4573629519372664,47
11,1.9993554,0.0011057450173140996,"((-0.048300672 * DST) - (max(-0.052819565, Ey) / 0.805729)) * 1.2348739","(-0.048300672*DST - Piecewise((Ey, Ey > -0.052819565), (-0.052819565, True))/0.805729)*1.2348739","PySRFunction(X=>(-0.048300672*DST - Piecewise((Ey, Ey > -0.052819565), (-0.052819565, True))/0.805729)*1.2348739)",62,0.590116948523795,112
11,1.9993728,0.0006335472546384603,"((DST * -0.051092997) - (max(0.05986045, Ey) * 1.563585)) + 0.2270125","DST*(-0.051092997) - 1.563585*Piecewise((Ey, Ey > 0.05986045), (0.05986045, True)) + 0.2270125","PySRFunction(X=>DST*(-0.051092997) - 1.563585*Piecewise((Ey, Ey > 0.05986045), (0.05986045, True)) + 0.2270125)",32,0.2636285355620135,89
11,1.9995191,0.004279392834729707,"(-0.038480055 * (DST / 0.6347559)) - max(Ey / 0.66792566, -0.047916576)","-0.038480055*DST/0.6347559 - Piecewise((-0.047916576, Ey/0.66792566 < -0.047916576), (Ey/0.66792566, True))","PySRFunction(X=>-0.038480055*DST/0.6347559 - Piecewise((-0.047916576, Ey/0.66792566 < -0.047916576), (Ey/0.66792566, True)))",61,0.40447590241390935,71
12,1.9995877,1.4402865450250368e-05,"(((-0.02771272 / 0.6729584) * DST) - max(Ey, -0.056198925)) / sqrt(0.43398347)","-0.0625106970048809*DST - 1.51797075997193*Piecewise((-0.056198925, Ey < -0.056198925), (Ey, True))","PySRFunction(X=>-0.0625106970048809*DST - 1.51797075997193*Piecewise((-0.056198925, Ey < -0.056198925), (Ey, True)))",41,0.8807763974696912,77
11,1.9996165,0.0025702018339732024,"(((-0.02771272 / 0.6729584) * DST) - max(Ey, -0.056198925)) / 0.6729584","(-0.02771272*DST/0.6729584 - Piecewise((-0.056198925, Ey < -0.056198925), (Ey, True)))/0.6729584","PySRFunction(X=>(-0.02771272*DST/0.6729584 - Piecewise((-0.056198925, Ey < -0.056198925), (Ey, True)))/0.6729584)",41,0.8807763974696912,77
11,1.9996382,0.00424341329591631,"(-0.03148827 * (DST + DST)) - max(Ey / 0.61118287, -0.03148827)","-0.03148827*(DST + DST) - Piecewise((-0.03148827, Ey/0.61118287 < -0.03148827), (Ey/0.61118287, True))","PySRFunction(X=>-0.03148827*(DST + DST) - Piecewise((-0.03148827, Ey/0.61118287 < -0.03148827), (Ey/0.61118287, True)))",36,0.349084613676405,113
10,1.9999946,0.001492290013371433,"(DST * -0.057512976) - max(Ey / square(-0.8181389), -0.057512976)","DST*(-0.057512976) - Piecewise((-0.057512976, Ey/0.66935125969321 < -0.057512976), (Ey/0.66935125969321, True))","PySRFunction(X=>DST*(-0.057512976) - Piecewise((-0.057512976, Ey/0.66935125969321 < -0.057512976), (Ey/0.66935125969321, True)))",46,0.07003251233607233,69
13,2.000066,5.209692368846167e-05,"((DST - square(1.083092)) * -0.053740446) - max(Ey / square(-0.81764406), -0.051493503)","(DST - 1*1.173088280464)*(-0.053740446) - Piecewise((-0.051493503, Ey/0.668541808853284 < -0.051493503), (Ey/0.668541808853284, True))","PySRFunction(X=>(DST - 1*1.173088280464)*(-0.053740446) - Piecewise((-0.051493503, Ey/0.668541808853284 < -0.051493503), (Ey/0.668541808853284, True)))",6,0.36422786358089443,37
12,2.0001025,0.0022351355436402154,"((DST * -0.041585807) / square(0.8489892)) - max(Ey * 1.4841117, -0.041585807)","DST*(-0.041585807)/0.72078266171664 - Piecewise((-0.041585807, Ey*1.4841117 < -0.041585807), (Ey*1.4841117, True))","PySRFunction(X=>DST*(-0.041585807)/0.72078266171664 - Piecewise((-0.041585807, Ey*1.4841117 < -0.041585807), (Ey*1.4841117, True)))",44,0.3202050920326957,52
12,2.0001702,0.0005066500811965063,"((DST - 1.083092) * -0.053740446) - max(Ey / square(-0.81764406), -0.051493503)","(DST - 1*1.083092)*(-0.053740446) - Piecewise((-0.051493503, Ey/0.668541808853284 < -0.051493503), (Ey/0.668541808853284, True))","PySRFunction(X=>(DST - 1*1.083092)*(-0.053740446) - Piecewise((-0.051493503, Ey/0.668541808853284 < -0.051493503), (Ey/0.668541808853284, True)))",6,0.36422786358089443,37
12,2.0003731,0.000986916064513795,"(-0.0515334 * (DST + square(P_dyn + Ey))) - max(Ey, -0.19188026)","-0.0515334*(DST + (Ey + P_dyn)**2) - Piecewise((-0.19188026, Ey < -0.19188026), (Ey, True))","PySRFunction(X=>-0.0515334*(DST + (Ey + P_dyn)**2) - Piecewise((-0.19188026, Ey < -0.19188026), (Ey, True)))",60,0.39290687225279325,95
